TIME,GEO,CROPS,STRUCPRO,Value,Flag_and_Footnotes
2015,United Kingdom,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),3 099.00,
2015,United Kingdom,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),214.00,
2015,United Kingdom,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),113.14,
2015,United Kingdom,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2015,United Kingdom,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),24.00,
2015,Montenegro,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),2.30,
2015,Montenegro,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),0.00,n
2015,Montenegro,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),1.20,
2015,Montenegro,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2015,Montenegro,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),3.60,
2015,Macedonia,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),159.63,
2015,Macedonia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),13.58,
2015,Macedonia,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),36.24,
2015,Macedonia,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2015,Macedonia,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),39.61,
2015,Albania,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),142.60,
2015,Albania,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),14.90,
2015,Albania,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),37.14,
2015,Albania,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2015,Albania,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,
2015,Serbia,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),1 759.45,
2015,Serbia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),13.76,
2015,Serbia,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),68.65,
2015,Serbia,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2015,Serbia,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),185.28,
2015,Turkey,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),11 713.00,
2015,Turkey,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),690.00,
2015,Turkey,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),849.00,
2015,Turkey,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2015,Turkey,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),3 270.00,
2015,Bosnia and Herzegovina,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),301.57,e
2015,Bosnia and Herzegovina,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),9.60,e
2015,Bosnia and Herzegovina,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),27.74,e
2015,Bosnia and Herzegovina,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2015,Bosnia and Herzegovina,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),,z
2015,Kosovo,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),134.90,
2015,Kosovo,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),3.10,
2015,Kosovo,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),6.10,
2015,Kosovo,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2015,Kosovo,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),7.90,
2016,European Union - 27 countries (from 2020),Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),54 072.73,
2016,European Union - 27 countries (from 2020),Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),2 108.72,
2016,European Union - 27 countries (from 2020),Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),2 060.07,
2016,European Union - 27 countries (from 2020),Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2016,European Union - 27 countries (from 2020),Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),11 364.69,d
2016,European Union - 28 countries (2013-2020),Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),57 200.73,
2016,European Union - 28 countries (2013-2020),Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),2 336.72,
2016,European Union - 28 countries (2013-2020),Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),2 169.17,
2016,European Union - 28 countries (2013-2020),Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2016,European Union - 28 countries (2013-2020),Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),11 390.39,d
2016,Belgium,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),337.01,
2016,Belgium,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),2.91,
2016,Belgium,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),59.63,p
2016,Belgium,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2016,Belgium,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),18.24,
2016,Bulgaria,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),1 816.64,
2016,Bulgaria,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),30.81,
2016,Bulgaria,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),38.84,
2016,Bulgaria,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2016,Bulgaria,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),73.74,d
2016,Czech Republic,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),1 359.01,
2016,Czech Republic,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),35.63,
2016,Czech Republic,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),10.20,
2016,Czech Republic,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2016,Czech Republic,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),30.71,
2016,Denmark,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),1 464.80,
2016,Denmark,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),15.70,
2016,Denmark,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),10.68,
2016,Denmark,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2016,Denmark,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),3.39,
2016,Germany,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),6 325.00,
2016,Germany,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),171.30,
2016,Germany,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),117.39,
2016,Germany,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2016,Germany,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),154.52,
2016,Estonia,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),351.40,
2016,Estonia,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),55.42,
2016,Estonia,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),2.04,
2016,Estonia,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2016,Estonia,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),1.62,
2016,Ireland,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),280.34,
2016,Ireland,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),12.48,
2016,Ireland,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),4.32,
2016,Ireland,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2016,Ireland,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),0.76,
2016,Greece,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),987.95,
2016,Greece,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses),Area (cultivation/harvested/production) (1000 ha),88.06,
2016,Greece,Fresh vegetables (including melons),Area (cultivation/harvested/production) (1000 ha),81.69,
2016,Greece,Permanent grassland,Area (cultivation/harvested/production) (1000 ha),,
2016,Greece,Permanent crops for human consumption,Area (cultivation/harvested/production) (1000 ha),1 251.22,
2016,Spain,Cereals for the production of grain (including seed),Area (cultivation/harvested/production) (1000 ha),6 239.80,
